personId,n_shots,mean_lateral_dev,std_lateral_dev,p50_lateral_dev,p75_lateral_dev,p90_lateral_dev,p95_lateral_dev,max_lateral_dev
1627780,8,13.608776815798917,2.7831591890776264,13.360129244892537,16.084317218749366,16.91499978960173,17.163630076254172,17.412260362906615
1642450,4,13.449349561495564,2.7488785175498864,13.077225381469194,15.070142802821245,16.51933509359137,17.00239919051474,17.485463287438115
1630541,18,13.91699809017638,2.3795633091065675,14.727832609946816,15.042004568328828,16.601642937336475,16.874808130578927,18.078982720194794
1630163,14,13.700803511545056,2.5443704282615855,14.61487950438207,15.290115844766227,15.832966494947906,16.773113351263277,18.3856372095638
1642271,7,15.427028011207941,0.7501955960244941,15.228082638215842,15.728333753271816,16.34901588369228,16.617922802025035,16.88682972035779
1631199,4,14.339660049936171,2.3658032328035703,15.013070286253463,15.53008335803344,16.335741713506046,16.604294498663577,16.872847283821113
1630568,5,14.932900605568573,1.144638887663742,14.483696437638931,15.592917068234703,16.3411514912758,16.590562965622834,16.839974439969865
1642377,16,13.045140181903772,2.4810754628142977,13.008839104668187,14.292665679340002,15.842275772589362,16.452246356170953,17.899799696506594
1627884,6,13.433196549335662,2.1258316924895952,13.519167549540848,14.54435423565701,15.812550288108245,16.38935034513607,16.966150402163894
1628970,11,14.174905190630598,2.1090875532925004,14.933785877896165,15.699166378998871,16.348280248346008,16.38738391007645,16.426487571806895
1641750,3,14.06906103388203,2.2982738218195697,14.607348432638345,15.591597116480841,16.182146326786338,16.378996063554837,16.575845800323336
1642864,7,12.473313600486227,2.700238339565251,11.781986928870158,13.863096814575428,15.263321744071987,16.285385163238285,17.30744858240459
201567,5,14.05225750391989,1.8840086831967495,13.712071015146263,16.093621735177805,16.200886520408503,16.236641448818737,16.27239637722897
1631119,3,14.437862204563634,1.893698177411985,15.217297345100537,15.74216903117754,16.05709204282374,16.162066380039143,16.26704071725454
203935,21,13.896508608166409,2.358910331622564,13.922288457385513,14.583833193024892,15.886888647674347,15.993970258341758,21.15790483965643
1631245,5,12.95872195416978,2.3928024917884767,12.27613106684985,15.642343051743955,15.69412167856225,15.711381220835017,15.728640763107782
1629130,6,14.521950136298033,1.4598422300861613,15.12591715469529,15.308608561452802,15.514122669964118,15.600320974905552,15.686519279846985
1642261,5,12.297113089579963,2.1771719024146523,11.760685757480859,13.072070112168579,14.891550236178347,15.498043610848267,16.10453698551819
1642285,12,14.24928868066055,0.9106421548371283,14.539193836860651,14.76542079359223,15.068941254181762,15.391131596920067,15.763003721835503
201572,6,14.352501021985049,0.7014610450420994,14.086213136417665,14.996719569335093,15.28052645132463,15.321527075496958,15.362527699669286
1629723,3,13.001496445490636,1.6821127524193502,13.987180167352006,14.185410798349015,14.304349176947222,14.343995303146622,14.383641429346024
201587,4,10.796051566403047,2.0691598744474056,10.348097136138179,11.423340950712213,13.026254784094736,13.560559395222242,14.09486400634975
1631172,3,12.306769211808934,0.6363812855212285,12.530324334621437,12.740146085417217,12.866039135894686,12.908003486053842,12.949967836212998
203084,6,10.934643714890987,1.3415325802860094,11.320674407048934,11.68566391364516,12.099928290758736,12.282024145379316,12.464119999999895
1630182,4,9.844633376489108,1.7221791371648172,9.311591217572602,10.615463024602484,11.808003571287713,12.205517086849456,12.6030306024112
