game_id,period,gc_seconds,defender_id,defender_name,shooter_id,shooter_name,n_intrusion_episodes,max_episode_score,total_contact_frames,max_intrusion_depth,primary_joint,cvi_landing_space_flag,violation_type
22500005,1,661.0,1628983,Shai Gilgeous-Alexander,1629614,Andrew Nembhard,3,0.0,19,0.035,j_lElbow,False,Clean
22500005,1,596.0,1631097,Bennedict Mathurin,1628392,Isaiah Hartenstein,14,0.0,135,0.184,j_lWrist,False,Clean
22500005,1,551.0,1628983,Shai Gilgeous-Alexander,1629614,Andrew Nembhard,3,0.0,19,0.035,j_lElbow,False,Clean
22500005,1,547.0,1627783,Pascal Siakam,1630598,Aaron Wiggins,2,0.0,32,0.0894,j_rWrist,False,Clean
22500005,1,475.0,1628983,Shai Gilgeous-Alexander,1630543,Isaiah Jackson,1,0.0,3,0.009,j_lWrist,False,Clean
22500005,1,441.0,1631097,Bennedict Mathurin,1642964,Brooks Barnhizer,0,0.0,0,0.0,none,False,Clean
22500005,1,416.0,1628983,Shai Gilgeous-Alexander,1630174,Aaron Nesmith,5,0.0,24,0.0665,j_lElbow,False,Clean
22500005,1,319.0,1627783,Pascal Siakam,1642964,Brooks Barnhizer,1,0.0,7,0.0695,j_lWrist,False,Clean
22500005,1,250.0,1630167,Obi Toppin,1631119,Jaylin Williams,6,0.0006,56,0.1499,j_lWrist,True,Crowding
22500005,1,79.0,1642349,Ajay Mitchell,1641767,Ben Sheppard,7,0.0018,22,0.0773,j_rElbow,True,Crowding
22500005,2,615.0,1629614,Andrew Nembhard,1642959,Chris Youngblood,3,0.0,22,0.0796,j_lWrist,False,Clean
22500005,2,541.0,1630174,Aaron Nesmith,1628392,Isaiah Hartenstein,12,0.0002,86,0.0916,j_rElbow,True,Crowding
22500005,2,509.0,1629614,Andrew Nembhard,1642959,Chris Youngblood,3,0.0,22,0.0796,j_lWrist,False,Clean
22500005,2,428.0,1628983,Shai Gilgeous-Alexander,1628396,Tony Bradley,0,0.0,0,0.0,none,False,Clean
22500005,2,364.0,1627783,Pascal Siakam,1631119,Jaylin Williams,3,0.001,4,0.0255,j_rShoulder,True,Crowding
22500005,2,324.0,1628392,Isaiah Hartenstein,1628396,Tony Bradley,8,0.0,62,0.0846,j_lWrist,False,Clean
22500005,2,303.0,1627783,Pascal Siakam,1631096,Chet Holmgren,10,0.0002,72,0.1429,j_rWrist,True,Crowding
22500005,2,297.0,1642349,Ajay Mitchell,1641767,Ben Sheppard,1,0.0,5,0.0441,j_lWrist,False,Clean
22500005,2,229.0,1631096,Chet Holmgren,1631097,Bennedict Mathurin,4,0.0,31,0.0919,j_lWrist,False,Clean
22500005,2,173.0,1630167,Obi Toppin,1631096,Chet Holmgren,1,0.0,8,0.007,j_rWrist,False,Clean
22500005,2,98.0,1631096,Chet Holmgren,1641716,Jarace Walker,3,0.0,4,0.0236,j_lElbow,False,Clean
22500005,2,66.0,1642349,Ajay Mitchell,1630174,Aaron Nesmith,4,0.0003,10,0.0853,j_lWrist,True,Crowding
22500005,2,14.5,1631097,Bennedict Mathurin,1631172,Ousmane Dieng,0,0.0,0,0.0,none,False,Clean
22500005,3,701.0,1627783,Pascal Siakam,1628392,Isaiah Hartenstein,6,0.0,38,0.1546,j_lElbow,False,Clean
22500005,3,517.0,1630598,Aaron Wiggins,1630174,Aaron Nesmith,5,0.0,28,0.1437,j_lKnee,False,Clean
22500005,3,497.0,1628392,Isaiah Hartenstein,1630543,Isaiah Jackson,8,0.0001,42,0.1048,j_rWrist,True,Crowding
22500005,3,456.0,1630598,Aaron Wiggins,1630174,Aaron Nesmith,5,0.0,28,0.1437,j_lKnee,False,Clean
22500005,3,341.0,1631097,Bennedict Mathurin,1642964,Brooks Barnhizer,2,0.0,14,0.1712,j_lElbow,False,Clean
22500005,3,265.0,1629652,Luguentz Dort,1630643,Jay Huff,6,0.0003,19,0.1017,j_lWrist,True,Crowding
22500005,3,233.0,1631097,Bennedict Mathurin,1631119,Jaylin Williams,3,0.0003,10,0.0564,j_lShoulder,True,Crowding
22500005,3,114.0,1628983,Shai Gilgeous-Alexander,1641767,Ben Sheppard,2,0.0,18,0.1621,j_lWrist,False,Clean
22500005,3,74.0,1627783,Pascal Siakam,1630598,Aaron Wiggins,2,0.0,13,0.0875,j_lWrist,False,Clean
22500005,3,60.0,1642349,Ajay Mitchell,1643007,Taelon Peter,10,0.0002,39,0.1002,j_rElbow,True,Crowding
22500005,4,667.0,1627783,Pascal Siakam,1631172,Ousmane Dieng,0,0.0,0,0.0,none,False,Clean
22500005,4,636.0,1641767,Ben Sheppard,1630598,Aaron Wiggins,0,0.0,0,0.0,none,False,Clean
22500005,4,570.0,1628392,Isaiah Hartenstein,1628396,Tony Bradley,18,0.0006,95,0.1876,j_rElbow,True,Crowding
22500005,4,537.0,1631097,Bennedict Mathurin,1628392,Isaiah Hartenstein,11,0.0005,57,0.1816,j_lElbow,True,Crowding
22500005,4,500.0,1628983,Shai Gilgeous-Alexander,1631097,Bennedict Mathurin,7,0.0007,23,0.1025,j_lElbow,True,Crowding
22500005,4,402.0,1631097,Bennedict Mathurin,1642349,Ajay Mitchell,3,0.0,16,0.1427,j_lWrist,False,Clean
22500005,4,389.0,1628392,Isaiah Hartenstein,1630174,Aaron Nesmith,2,0.0,14,0.0298,j_lWrist,False,Clean
22500005,4,368.0,1629652,Luguentz Dort,1630174,Aaron Nesmith,12,0.0002,67,0.1149,j_lWrist,True,Crowding
22500005,4,354.0,1628396,Tony Bradley,1628392,Isaiah Hartenstein,25,0.0,246,0.0837,j_lElbow,False,Clean
22500005,4,339.0,1631096,Chet Holmgren,1630167,Obi Toppin,2,0.0,4,0.0161,j_rWrist,False,Clean
22500005,4,202.0,1631097,Bennedict Mathurin,1628983,Shai Gilgeous-Alexander,10,0.0002,109,0.0864,j_lElbow,True,Crowding
22500005,4,190.0,1628983,Shai Gilgeous-Alexander,1630167,Obi Toppin,10,0.0014,84,0.1189,j_rElbow,True,Crowding
22500005,4,177.0,1631097,Bennedict Mathurin,1629652,Luguentz Dort,14,0.0003,107,0.1648,j_lWrist,True,Crowding
22500005,4,142.0,1631097,Bennedict Mathurin,1631096,Chet Holmgren,5,0.0,25,0.1903,j_rElbow,False,Clean
22500005,4,74.0,1631096,Chet Holmgren,1641716,Jarace Walker,4,0.0,42,0.0822,j_lWrist,False,Clean
22500005,4,13.0,1628983,Shai Gilgeous-Alexander,1630167,Obi Toppin,10,0.0014,84,0.1189,j_rElbow,True,Crowding
22500005,5,272.0,1631097,Bennedict Mathurin,1642349,Ajay Mitchell,10,0.0,37,0.0936,j_lElbow,False,Clean
22500005,5,210.0,1641767,Ben Sheppard,1628983,Shai Gilgeous-Alexander,0,0.0,0,0.0,none,False,Clean
22500005,5,206.0,1627783,Pascal Siakam,1629652,Luguentz Dort,24,0.0092,152,0.3242,j_midHip,True,Crowding
22500005,5,196.0,1631097,Bennedict Mathurin,1628983,Shai Gilgeous-Alexander,3,0.0,20,0.0561,j_lWrist,False,Clean
22500005,5,176.0,1628983,Shai Gilgeous-Alexander,1641716,Jarace Walker,3,0.0,14,0.1296,j_rElbow,False,Clean
22500005,5,106.0,1642349,Ajay Mitchell,1641767,Ben Sheppard,3,0.0,6,0.0455,j_lElbow,False,Clean
22500005,5,54.2,1642349,Ajay Mitchell,1641767,Ben Sheppard,3,0.0,6,0.0455,j_lElbow,False,Clean
